round,n-rock,n-paper,n-scissors,n-opp,n-mix
121100,47.0,22.0,66.0,72.0,293.0
121200,51.0,20.0,68.0,69.0,292.0
121300,63.0,24.0,53.0,72.0,288.0
121400,61.0,17.0,53.0,79.0,290.0
121500,74.0,22.0,55.0,71.0,278.0
121600,69.0,24.0,42.0,67.0,298.0
121700,72.0,28.0,38.0,69.0,293.0
121800,71.0,34.0,38.0,69.0,288.0
121900,73.0,36.0,30.0,71.0,290.0
122000,65.0,34.0,34.0,74.0,293.0
122100,76.0,26.0,35.0,78.0,285.0
122200,72.0,36.0,29.0,74.0,289.0
122300,74.0,47.0,21.0,78.0,280.0
122400,73.0,42.0,20.0,85.0,280.0
122500,73.0,40.0,21.0,75.0,291.0
122600,76.0,49.0,18.0,75.0,282.0
122700,75.0,46.0,12.0,68.0,299.0
122800,65.0,55.0,13.0,76.0,291.0
122900,74.0,50.0,9.0,79.0,288.0
123000,70.0,57.0,22.0,73.0,278.0
123100,64.0,57.0,18.0,74.0,287.0
123200,58.0,63.0,20.0,75.0,284.0
123300,48.0,67.0,26.0,74.0,285.0
123400,45.0,70.0,23.0,80.0,282.0
123500,35.0,74.0,23.0,73.0,295.0
123600,39.0,73.0,26.0,83.0,279.0
123700,30.0,79.0,29.0,77.0,285.0
123800,24.0,76.0,38.0,82.0,280.0
123900,18.0,73.0,40.0,87.0,282.0
124000,25.0,70.0,41.0,79.0,285.0
124100,19.0,78.0,38.0,80.0,285.0
124200,23.0,69.0,41.0,78.0,289.0
124300,21.0,80.0,42.0,79.0,278.0
124400,23.0,81.0,41.0,78.0,277.0
124500,14.0,86.0,43.0,73.0,284.0
124600,25.0,74.0,43.0,80.0,278.0
124700,12.0,69.0,58.0,75.0,286.0
124800,17.0,64.0,59.0,78.0,282.0
124900,22.0,64.0,63.0,68.0,283.0
125000,21.0,60.0,62.0,71.0,286.0
125100,22.0,46.0,63.0,71.0,298.0
125200,21.0,41.0,67.0,72.0,299.0
125300,29.0,41.0,66.0,71.0,293.0
125400,32.0,43.0,70.0,67.0,288.0
125500,29.0,32.0,71.0,70.0,298.0
125600,40.0,29.0,71.0,62.0,298.0
125700,28.0,29.0,74.0,64.0,305.0
125800,31.0,27.0,73.0,67.0,302.0
125900,39.0,33.0,70.0,65.0,293.0
126000,47.0,28.0,72.0,60.0,293.0
126100,38.0,25.0,72.0,70.0,295.0
126200,40.0,23.0,73.0,68.0,296.0
126300,47.0,26.0,77.0,62.0,288.0
126400,46.0,26.0,75.0,63.0,290.0
126500,50.0,28.0,65.0,59.0,298.0
126600,53.0,22.0,71.0,66.0,288.0
126700,54.0,19.0,67.0,64.0,296.0
126800,56.0,22.0,72.0,64.0,286.0
126900,61.0,24.0,64.0,65.0,286.0
127000,65.0,23.0,61.0,68.0,283.0
127100,68.0,22.0,53.0,68.0,289.0
127200,54.0,25.0,52.0,62.0,307.0
127300,65.0,28.0,42.0,64.0,301.0
127400,66.0,34.0,38.0,67.0,295.0
127500,62.0,34.0,41.0,65.0,298.0
127600,65.0,38.0,38.0,69.0,290.0
127700,69.0,33.0,36.0,66.0,296.0
127800,62.0,43.0,31.0,65.0,299.0
127900,72.0,42.0,21.0,71.0,294.0
128000,65.0,44.0,27.0,73.0,291.0
128100,65.0,52.0,22.0,68.0,293.0
128200,69.0,44.0,27.0,69.0,291.0
128300,71.0,46.0,22.0,71.0,290.0
128400,58.0,46.0,27.0,71.0,298.0
128500,64.0,52.0,29.0,71.0,284.0
128600,69.0,52.0,30.0,67.0,282.0
128700,66.0,51.0,26.0,73.0,284.0
128800,65.0,61.0,18.0,72.0,284.0
128900,57.0,59.0,29.0,77.0,278.0
129000,46.0,59.0,32.0,80.0,283.0
129100,48.0,60.0,29.0,79.0,284.0
129200,39.0,59.0,29.0,83.0,290.0
129300,47.0,56.0,29.0,77.0,291.0
129400,40.0,61.0,33.0,84.0,282.0
129500,44.0,59.0,39.0,79.0,279.0
129600,37.0,69.0,36.0,76.0,282.0
129700,37.0,69.0,41.0,78.0,275.0
129800,31.0,72.0,44.0,81.0,272.0
129900,24.0,65.0,39.0,85.0,287.0
130000,28.0,72.0,44.0,78.0,278.0
130100,23.0,67.0,46.0,82.0,282.0
130200,25.0,69.0,47.0,80.0,279.0
130300,24.0,76.0,47.0,78.0,275.0
130400,23.0,69.0,50.0,84.0,274.0
130500,28.0,67.0,58.0,87.0,260.0
130600,29.0,65.0,59.0,78.0,269.0
130700,31.0,62.0,59.0,80.0,268.0
130800,32.0,61.0,62.0,87.0,258.0
130900,31.0,51.0,68.0,85.0,265.0
131000,31.0,55.0,64.0,85.0,265.0
131100,33.0,41.0,67.0,81.0,278.0
131200,31.0,39.0,66.0,83.0,281.0
131300,35.0,40.0,74.0,74.0,277.0
131400,34.0,33.0,71.0,92.0,270.0
131500,38.0,27.0,70.0,83.0,282.0
131600,43.0,29.0,68.0,82.0,278.0
131700,33.0,31.0,74.0,84.0,278.0
131800,45.0,27.0,71.0,92.0,265.0
131900,43.0,34.0,76.0,80.0,267.0
132000,42.0,28.0,78.0,82.0,270.0
132100,50.0,24.0,73.0,83.0,270.0
132200,54.0,17.0,76.0,82.0,271.0
132300,49.0,25.0,71.0,82.0,273.0
132400,56.0,22.0,63.0,87.0,272.0
132500,49.0,21.0,69.0,82.0,279.0
132600,53.0,24.0,71.0,79.0,273.0
132700,51.0,23.0,69.0,83.0,274.0
132800,55.0,20.0,61.0,88.0,276.0
132900,61.0,19.0,60.0,84.0,276.0
133000,62.0,24.0,51.0,85.0,278.0
133100,66.0,30.0,45.0,83.0,276.0
133200,67.0,33.0,43.0,76.0,281.0
133300,71.0,33.0,44.0,81.0,271.0
133400,68.0,45.0,37.0,76.0,274.0
133500,66.0,40.0,35.0,88.0,271.0
133600,68.0,45.0,36.0,74.0,277.0
133700,74.0,45.0,32.0,73.0,276.0
133800,74.0,45.0,31.0,81.0,269.0
133900,70.0,45.0,27.0,75.0,283.0
134000,78.0,48.0,36.0,76.0,262.0
134100,79.0,50.0,21.0,76.0,274.0
134200,71.0,56.0,29.0,65.0,279.0
134300,73.0,54.0,19.0,66.0,288.0
134400,67.0,54.0,24.0,70.0,285.0
134500,60.0,55.0,32.0,71.0,282.0
134600,66.0,61.0,25.0,71.0,277.0
134700,59.0,62.0,38.0,66.0,275.0
134800,54.0,55.0,34.0,75.0,282.0
134900,55.0,70.0,25.0,70.0,280.0
135000,38.0,75.0,27.0,67.0,293.0
135100,37.0,73.0,33.0,68.0,289.0
135200,33.0,68.0,32.0,74.0,293.0
135300,29.0,67.0,44.0,64.0,296.0
135400,27.0,76.0,37.0,73.0,287.0
135500,21.0,69.0,41.0,71.0,298.0
135600,20.0,72.0,40.0,67.0,301.0
135700,16.0,70.0,50.0,63.0,301.0
135800,20.0,70.0,46.0,61.0,303.0
135900,19.0,69.0,57.0,71.0,284.0
136000,18.0,69.0,53.0,65.0,295.0
136100,20.0,64.0,59.0,66.0,291.0
136200,25.0,66.0,62.0,61.0,286.0
136300,26.0,53.0,58.0,70.0,293.0
136400,27.0,57.0,60.0,65.0,291.0
136500,29.0,55.0,63.0,65.0,288.0
136600,33.0,45.0,64.0,64.0,294.0
136700,30.0,38.0,71.0,74.0,287.0
136800,39.0,33.0,71.0,73.0,284.0
136900,40.0,32.0,74.0,80.0,274.0
137000,42.0,29.0,68.0,78.0,283.0
137100,40.0,27.0,79.0,72.0,282.0
137200,48.0,30.0,71.0,76.0,275.0
137300,50.0,24.0,76.0,75.0,275.0
137400,56.0,28.0,74.0,75.0,267.0
137500,53.0,26.0,74.0,82.0,265.0
137600,58.0,23.0,65.0,78.0,276.0
137700,61.0,21.0,63.0,70.0,285.0
137800,63.0,23.0,62.0,77.0,275.0
137900,69.0,19.0,55.0,76.0,281.0
138000,66.0,29.0,52.0,72.0,281.0
138100,72.0,30.0,32.0,74.0,292.0
138200,70.0,35.0,39.0,75.0,281.0
138300,67.0,29.0,35.0,78.0,291.0
138400,77.0,32.0,26.0,69.0,296.0
138500,70.0,41.0,33.0,78.0,278.0
138600,74.0,40.0,31.0,70.0,285.0
138700,77.0,44.0,29.0,80.0,270.0
138800,75.0,49.0,31.0,71.0,274.0
138900,72.0,45.0,21.0,80.0,282.0
139000,72.0,48.0,25.0,78.0,277.0
139100,72.0,46.0,30.0,77.0,275.0
139200,65.0,53.0,25.0,79.0,278.0
139300,65.0,53.0,26.0,81.0,275.0
139400,60.0,57.0,37.0,83.0,263.0
139500,57.0,55.0,29.0,85.0,274.0
139600,54.0,58.0,29.0,86.0,273.0
139700,44.0,59.0,31.0,81.0,285.0
139800,50.0,66.0,36.0,85.0,263.0
139900,51.0,55.0,42.0,74.0,278.0
140000,51.0,62.0,36.0,74.0,277.0
140100,41.0,62.0,47.0,77.0,273.0
140200,38.0,69.0,41.0,81.0,271.0
140300,36.0,72.0,41.0,75.0,276.0
140400,25.0,72.0,44.0,78.0,281.0
140500,32.0,70.0,47.0,72.0,279.0
140600,30.0,71.0,43.0,79.0,277.0
140700,30.0,75.0,56.0,79.0,260.0
140800,36.0,69.0,49.0,77.0,269.0
140900,34.0,64.0,55.0,71.0,276.0
141000,33.0,65.0,57.0,73.0,272.0
141100,38.0,70.0,53.0,80.0,259.0
141200,33.0,67.0,57.0,77.0,266.0
141300,37.0,62.0,58.0,78.0,265.0
141400,42.0,59.0,62.0,73.0,264.0
141500,35.0,60.0,59.0,73.0,273.0
141600,33.0,54.0,74.0,78.0,261.0
141700,40.0,51.0,74.0,72.0,263.0
141800,37.0,48.0,69.0,74.0,272.0
141900,43.0,44.0,79.0,71.0,263.0
142000,42.0,32.0,76.0,80.0,270.0
142100,47.0,30.0,78.0,75.0,270.0
142200,47.0,30.0,77.0,73.0,273.0
142300,50.0,26.0,75.0,68.0,281.0
142400,51.0,33.0,78.0,63.0,275.0
142500,51.0,25.0,83.0,80.0,261.0
142600,50.0,19.0,78.0,69.0,284.0
142700,52.0,17.0,80.0,76.0,275.0
142800,61.0,20.0,74.0,70.0,275.0
142900,60.0,23.0,67.0,73.0,277.0
143000,64.0,22.0,61.0,79.0,274.0
143100,69.0,19.0,60.0,74.0,278.0
143200,71.0,20.0,52.0,83.0,274.0
143300,75.0,24.0,52.0,64.0,285.0
143400,74.0,35.0,40.0,78.0,273.0
143500,68.0,30.0,36.0,74.0,292.0
143600,83.0,46.0,27.0,71.0,273.0
143700,80.0,38.0,31.0,69.0,282.0
143800,76.0,34.0,32.0,77.0,281.0
143900,75.0,37.0,33.0,75.0,280.0
144000,75.0,43.0,29.0,71.0,282.0
144100,79.0,43.0,27.0,73.0,278.0
144200,78.0,46.0,27.0,70.0,279.0
144300,73.0,48.0,21.0,67.0,291.0
144400,80.0,60.0,21.0,70.0,269.0
144500,66.0,56.0,23.0,73.0,282.0
144600,69.0,59.0,23.0,73.0,276.0
144700,68.0,64.0,21.0,77.0,270.0
144800,56.0,65.0,33.0,78.0,268.0
144900,44.0,75.0,24.0,76.0,281.0
145000,40.0,72.0,31.0,71.0,286.0
145100,34.0,71.0,32.0,73.0,290.0
145200,35.0,75.0,36.0,78.0,276.0
145300,35.0,79.0,37.0,69.0,280.0
145400,23.0,75.0,42.0,69.0,291.0
145500,31.0,76.0,38.0,68.0,287.0
145600,20.0,84.0,45.0,67.0,284.0
145700,21.0,81.0,49.0,69.0,280.0
145800,26.0,80.0,58.0,64.0,272.0
145900,18.0,79.0,50.0,73.0,280.0
146000,20.0,87.0,56.0,69.0,268.0
146100,19.0,76.0,61.0,73.0,271.0
146200,24.0,78.0,71.0,75.0,252.0
146300,24.0,68.0,71.0,70.0,267.0
146400,32.0,62.0,70.0,68.0,268.0
146500,31.0,51.0,72.0,66.0,280.0
146600,28.0,48.0,76.0,75.0,273.0
146700,34.0,47.0,83.0,71.0,265.0
146800,41.0,42.0,74.0,66.0,277.0
146900,40.0,36.0,79.0,72.0,273.0
147000,43.0,30.0,91.0,66.0,270.0
147100,48.0,22.0,87.0,67.0,276.0
147200,57.0,22.0,77.0,69.0,275.0
147300,50.0,13.0,76.0,68.0,293.0
147400,56.0,17.0,87.0,68.0,272.0
147500,63.0,23.0,86.0,68.0,260.0
147600,65.0,25.0,76.0,70.0,264.0
147700,59.0,16.0,83.0,71.0,271.0
147800,68.0,14.0,76.0,74.0,268.0
147900,67.0,22.0,68.0,64.0,279.0
148000,67.0,25.0,69.0,63.0,276.0
148100,72.0,19.0,64.0,70.0,275.0
148200,79.0,25.0,50.0,72.0,274.0
148300,84.0,26.0,36.0,75.0,279.0
148400,76.0,34.0,37.0,74.0,279.0
148500,77.0,37.0,25.0,72.0,289.0
148600,72.0,41.0,24.0,69.0,294.0
148700,83.0,31.0,25.0,72.0,289.0
148800,81.0,37.0,26.0,77.0,279.0
148900,82.0,46.0,19.0,75.0,278.0
149000,80.0,54.0,16.0,74.0,276.0
149100,89.0,54.0,18.0,65.0,274.0
149200,76.0,51.0,20.0,70.0,283.0
149300,78.0,59.0,18.0,62.0,283.0
149400,75.0,58.0,17.0,74.0,276.0
149500,72.0,64.0,22.0,73.0,269.0
149600,71.0,62.0,20.0,72.0,275.0
149700,61.0,73.0,15.0,68.0,283.0
149800,56.0,71.0,23.0,69.0,281.0
149900,45.0,77.0,23.0,67.0,288.0
150000,40.0,75.0,31.0,74.0,280.0
150100,43.0,75.0,29.0,73.0,280.0
150200,37.0,72.0,41.0,63.0,287.0
150300,27.0,78.0,40.0,72.0,283.0
150400,24.0,78.0,42.0,70.0,286.0
150500,25.0,77.0,41.0,72.0,285.0
150600,23.0,76.0,44.0,69.0,288.0
150700,18.0,73.0,46.0,67.0,296.0
150800,19.0,74.0,52.0,64.0,291.0
150900,17.0,76.0,46.0,72.0,289.0
151000,21.0,74.0,39.0,73.0,293.0
151100,15.0,74.0,56.0,66.0,289.0
151200,24.0,73.0,51.0,70.0,282.0
151300,18.0,63.0,55.0,72.0,292.0
151400,20.0,62.0,62.0,67.0,289.0
151500,24.0,58.0,67.0,69.0,282.0
151600,17.0,55.0,66.0,74.0,288.0
151700,24.0,48.0,69.0,72.0,287.0
151800,24.0,34.0,72.0,74.0,296.0
151900,26.0,35.0,80.0,80.0,279.0
152000,25.0,27.0,81.0,85.0,282.0
152100,35.0,19.0,81.0,80.0,285.0
152200,32.0,25.0,80.0,79.0,284.0
152300,30.0,24.0,80.0,83.0,283.0
152400,37.0,29.0,81.0,80.0,273.0
152500,39.0,23.0,80.0,74.0,284.0
152600,42.0,20.0,73.0,76.0,289.0
152700,38.0,24.0,78.0,79.0,281.0
152800,44.0,18.0,77.0,75.0,286.0
152900,48.0,25.0,76.0,71.0,280.0
153000,55.0,18.0,77.0,70.0,280.0
153100,65.0,13.0,71.0,66.0,285.0
153200,59.0,19.0,66.0,61.0,295.0
153300,64.0,18.0,59.0,74.0,285.0
153400,67.0,18.0,48.0,72.0,295.0
153500,65.0,30.0,44.0,76.0,285.0
153600,67.0,31.0,31.0,75.0,296.0
153700,76.0,29.0,37.0,69.0,289.0
153800,75.0,26.0,27.0,77.0,295.0
153900,67.0,33.0,23.0,86.0,291.0
154000,71.0,32.0,26.0,78.0,293.0
154100,74.0,36.0,22.0,73.0,295.0
154200,75.0,42.0,17.0,76.0,290.0
154300,71.0,47.0,19.0,73.0,290.0
154400,67.0,46.0,19.0,78.0,290.0
154500,73.0,54.0,16.0,71.0,286.0
154600,66.0,56.0,14.0,71.0,293.0
154700,66.0,53.0,13.0,74.0,294.0
154800,65.0,58.0,19.0,75.0,283.0
154900,71.0,57.0,19.0,74.0,279.0
155000,57.0,51.0,22.0,70.0,300.0
155100,46.0,59.0,20.0,75.0,300.0
155200,51.0,64.0,23.0,79.0,283.0
155300,35.0,57.0,21.0,85.0,302.0
155400,41.0,62.0,26.0,80.0,291.0
155500,32.0,64.0,32.0,78.0,294.0
155600,26.0,66.0,28.0,77.0,303.0
155700,28.0,65.0,30.0,83.0,294.0
155800,25.0,62.0,36.0,77.0,300.0
155900,21.0,66.0,37.0,82.0,294.0
156000,24.0,59.0,31.0,90.0,296.0
156100,16.0,67.0,35.0,83.0,299.0
156200,27.0,60.0,42.0,90.0,281.0
156300,17.0,61.0,39.0,89.0,294.0
156400,26.0,67.0,40.0,86.0,281.0
156500,21.0,64.0,46.0,84.0,285.0
156600,25.0,61.0,35.0,80.0,299.0
156700,26.0,61.0,43.0,87.0,283.0
156800,21.0,61.0,51.0,85.0,282.0
156900,22.0,52.0,49.0,94.0,283.0
157000,25.0,51.0,54.0,87.0,283.0
157100,24.0,53.0,48.0,91.0,284.0
157200,21.0,41.0,56.0,90.0,292.0
157300,27.0,45.0,57.0,87.0,284.0
157400,28.0,38.0,58.0,85.0,291.0
157500,32.0,33.0,56.0,83.0,296.0
157600,35.0,33.0,55.0,85.0,292.0
157700,40.0,27.0,64.0,84.0,285.0
157800,43.0,33.0,62.0,80.0,282.0
157900,43.0,25.0,68.0,89.0,275.0
158000,44.0,24.0,66.0,87.0,279.0
158100,38.0,27.0,63.0,88.0,284.0
158200,40.0,29.0,66.0,84.0,281.0
158300,38.0,28.0,64.0,81.0,289.0
158400,44.0,26.0,65.0,84.0,281.0
158500,52.0,36.0,53.0,80.0,279.0
158600,44.0,28.0,61.0,85.0,282.0
158700,42.0,36.0,62.0,80.0,280.0
158800,50.0,29.0,61.0,81.0,279.0
158900,50.0,30.0,63.0,81.0,276.0
159000,55.0,34.0,62.0,83.0,266.0
159100,57.0,27.0,63.0,79.0,274.0
159200,54.0,30.0,50.0,90.0,276.0
159300,64.0,33.0,39.0,85.0,279.0
159400,58.0,42.0,45.0,83.0,272.0
159500,60.0,32.0,38.0,81.0,289.0
159600,58.0,41.0,37.0,83.0,281.0
159700,57.0,40.0,39.0,85.0,279.0
159800,69.0,48.0,31.0,76.0,276.0
159900,61.0,57.0,29.0,78.0,275.0
160000,66.0,37.0,26.0,80.0,291.0
160100,67.0,44.0,34.0,84.0,271.0
160200,66.0,50.0,25.0,79.0,280.0
160300,66.0,48.0,32.0,79.0,275.0
160400,67.0,51.0,25.0,81.0,276.0
160500,63.0,56.0,24.0,72.0,285.0
160600,62.0,54.0,30.0,70.0,284.0
160700,69.0,59.0,28.0,69.0,275.0
160800,56.0,69.0,26.0,66.0,283.0
160900,57.0,56.0,29.0,69.0,289.0
161000,47.0,60.0,30.0,76.0,287.0
161100,49.0,60.0,27.0,74.0,290.0
161200,43.0,59.0,39.0,79.0,280.0
161300,39.0,71.0,31.0,77.0,282.0
161400,37.0,73.0,33.0,71.0,286.0
161500,33.0,64.0,37.0,74.0,292.0
161600,25.0,71.0,38.0,70.0,296.0
161700,31.0,69.0,45.0,70.0,285.0
161800,28.0,77.0,39.0,75.0,281.0
161900,30.0,75.0,50.0,61.0,284.0
162000,30.0,76.0,48.0,61.0,285.0
162100,29.0,77.0,47.0,70.0,277.0
162200,31.0,76.0,50.0,66.0,277.0
162300,29.0,70.0,58.0,68.0,275.0
162400,32.0,63.0,61.0,65.0,279.0
162500,32.0,60.0,60.0,70.0,278.0
162600,26.0,62.0,65.0,74.0,273.0
162700,30.0,48.0,69.0,66.0,287.0
162800,36.0,39.0,74.0,74.0,277.0
162900,43.0,38.0,78.0,73.0,268.0
163000,37.0,33.0,77.0,70.0,283.0
163100,43.0,36.0,78.0,74.0,269.0
163200,41.0,29.0,82.0,70.0,278.0
163300,45.0,29.0,85.0,75.0,266.0
163400,42.0,15.0,85.0,73.0,285.0
163500,40.0,26.0,83.0,73.0,278.0
163600,49.0,18.0,77.0,67.0,289.0
163700,50.0,32.0,78.0,71.0,269.0
163800,49.0,19.0,84.0,73.0,275.0
163900,54.0,21.0,79.0,66.0,280.0
164000,63.0,21.0,74.0,73.0,269.0
164100,58.0,29.0,67.0,71.0,275.0
164200,65.0,22.0,65.0,68.0,280.0
164300,72.0,26.0,61.0,72.0,269.0
164400,69.0,33.0,56.0,73.0,269.0
164500,74.0,33.0,41.0,67.0,285.0
164600,78.0,37.0,39.0,63.0,283.0
164700,77.0,33.0,35.0,70.0,285.0
164800,72.0,44.0,26.0,76.0,282.0
164900,71.0,44.0,24.0,69.0,292.0
165000,75.0,48.0,21.0,67.0,289.0
165100,70.0,50.0,19.0,69.0,292.0
165200,69.0,40.0,28.0,66.0,297.0
165300,69.0,49.0,26.0,73.0,283.0
165400,70.0,52.0,21.0,69.0,288.0
165500,66.0,56.0,18.0,62.0,298.0
165600,76.0,49.0,27.0,67.0,281.0
165700,76.0,57.0,20.0,61.0,286.0
165800,70.0,61.0,24.0,61.0,284.0
165900,60.0,61.0,29.0,58.0,292.0
166000,62.0,60.0,28.0,62.0,288.0
166100,52.0,67.0,28.0,58.0,295.0
166200,45.0,63.0,32.0,75.0,285.0
166300,45.0,62.0,34.0,62.0,297.0
166400,41.0,68.0,38.0,69.0,284.0
166500,31.0,77.0,45.0,70.0,277.0
166600,24.0,69.0,46.0,68.0,293.0
166700,19.0,68.0,54.0,68.0,291.0
166800,24.0,72.0,50.0,69.0,285.0
166900,19.0,75.0,54.0,63.0,289.0
167000,26.0,72.0,48.0,66.0,288.0
167100,17.0,73.0,57.0,65.0,288.0
167200,17.0,73.0,54.0,68.0,288.0
167300,22.0,68.0,60.0,66.0,284.0
167400,22.0,66.0,63.0,58.0,291.0
167500,22.0,64.0,60.0,66.0,288.0
167600,26.0,61.0,66.0,62.0,285.0
167700,31.0,57.0,65.0,62.0,285.0
167800,35.0,40.0,77.0,67.0,281.0
167900,28.0,43.0,75.0,75.0,279.0
168000,38.0,41.0,71.0,62.0,288.0
168100,39.0,37.0,74.0,60.0,290.0
168200,38.0,36.0,71.0,73.0,282.0
168300,43.0,27.0,68.0,71.0,291.0
168400,36.0,30.0,77.0,71.0,286.0
168500,48.0,19.0,83.0,72.0,278.0
168600,54.0,24.0,79.0,60.0,283.0
168700,49.0,19.0,74.0,71.0,287.0
168800,47.0,20.0,74.0,76.0,283.0
168900,62.0,15.0,71.0,75.0,277.0
169000,56.0,21.0,65.0,79.0,279.0
169100,69.0,24.0,63.0,74.0,270.0
169200,65.0,23.0,57.0,74.0,281.0
169300,61.0,27.0,46.0,77.0,289.0
169400,65.0,25.0,47.0,79.0,284.0
169500,74.0,31.0,41.0,83.0,271.0
169600,71.0,27.0,41.0,85.0,276.0
169700,76.0,28.0,33.0,85.0,278.0
169800,78.0,30.0,29.0,82.0,281.0
169900,71.0,35.0,25.0,82.0,287.0
170000,72.0,39.0,19.0,87.0,283.0
170100,69.0,42.0,27.0,84.0,278.0
170200,79.0,37.0,18.0,77.0,289.0
170300,74.0,40.0,21.0,90.0,275.0
170400,73.0,51.0,19.0,80.0,277.0
170500,74.0,55.0,14.0,80.0,277.0
170600,72.0,46.0,25.0,74.0,283.0
170700,68.0,61.0,21.0,67.0,283.0
170800,59.0,48.0,22.0,83.0,288.0
170900,56.0,67.0,24.0,75.0,278.0
171000,54.0,65.0,16.0,73.0,292.0
171100,53.0,64.0,23.0,72.0,288.0
171200,40.0,61.0,24.0,78.0,297.0
171300,38.0,70.0,29.0,69.0,294.0
171400,36.0,66.0,32.0,69.0,297.0
171500,27.0,68.0,29.0,76.0,300.0
171600,22.0,79.0,33.0,68.0,298.0
171700,24.0,70.0,32.0,75.0,299.0
171800,22.0,76.0,39.0,76.0,287.0
171900,23.0,64.0,41.0,73.0,299.0
172000,27.0,67.0,42.0,68.0,296.0
172100,23.0,71.0,41.0,73.0,292.0
172200,14.0,72.0,49.0,78.0,287.0
172300,27.0,73.0,48.0,71.0,281.0
172400,22.0,74.0,44.0,74.0,286.0
172500,23.0,73.0,49.0,74.0,281.0
172600,23.0,74.0,49.0,71.0,283.0
172700,23.0,64.0,51.0,72.0,290.0
172800,20.0,71.0,58.0,71.0,280.0
172900,27.0,61.0,55.0,73.0,284.0
173000,26.0,59.0,50.0,74.0,291.0
173100,19.0,55.0,63.0,77.0,286.0
173200,32.0,53.0,58.0,67.0,290.0
173300,30.0,43.0,66.0,68.0,293.0
173400,31.0,48.0,67.0,62.0,292.0
173500,34.0,38.0,68.0,66.0,294.0
173600,35.0,31.0,69.0,71.0,294.0
173700,32.0,39.0,72.0,66.0,291.0
173800,36.0,27.0,70.0,68.0,299.0
173900,37.0,37.0,67.0,76.0,283.0
174000,38.0,31.0,67.0,68.0,296.0
174100,41.0,25.0,74.0,74.0,286.0
174200,48.0,20.0,78.0,65.0,289.0
174300,48.0,24.0,73.0,62.0,293.0
174400,58.0,27.0,66.0,63.0,286.0
174500,48.0,24.0,66.0,76.0,286.0
174600,51.0,19.0,72.0,73.0,285.0
174700,55.0,28.0,67.0,66.0,284.0
174800,53.0,21.0,63.0,74.0,289.0
174900,59.0,21.0,61.0,68.0,291.0
175000,59.0,22.0,59.0,69.0,291.0
175100,56.0,27.0,51.0,72.0,294.0
175200,63.0,29.0,50.0,61.0,297.0
175300,61.0,27.0,48.0,63.0,301.0
175400,65.0,44.0,42.0,68.0,281.0
175500,75.0,36.0,40.0,69.0,280.0
175600,68.0,44.0,32.0,67.0,289.0
175700,68.0,37.0,32.0,71.0,292.0
175800,64.0,47.0,29.0,75.0,285.0
175900,65.0,52.0,24.0,70.0,289.0
176000,84.0,47.0,24.0,67.0,278.0
176100,73.0,56.0,23.0,69.0,279.0
176200,70.0,54.0,27.0,67.0,282.0
176300,65.0,52.0,35.0,74.0,274.0
176400,66.0,63.0,31.0,74.0,266.0
176500,66.0,60.0,26.0,72.0,276.0
176600,59.0,68.0,25.0,70.0,278.0
176700,61.0,66.0,28.0,74.0,271.0
176800,56.0,73.0,21.0,68.0,282.0
176900,43.0,71.0,33.0,69.0,284.0
177000,48.0,71.0,25.0,69.0,287.0
177100,34.0,79.0,34.0,75.0,278.0
177200,24.0,72.0,42.0,78.0,284.0
177300,27.0,80.0,37.0,73.0,283.0
177400,28.0,75.0,39.0,79.0,279.0
177500,28.0,76.0,45.0,72.0,279.0
177600,21.0,78.0,43.0,76.0,282.0
177700,20.0,79.0,46.0,80.0,275.0
177800,21.0,76.0,53.0,73.0,277.0
177900,22.0,78.0,54.0,79.0,267.0
178000,21.0,82.0,52.0,76.0,269.0
178100,16.0,79.0,52.0,75.0,278.0
178200,22.0,78.0,49.0,78.0,273.0
178300,19.0,67.0,53.0,75.0,286.0
178400,22.0,59.0,68.0,73.0,278.0
178500,21.0,49.0,69.0,81.0,280.0
178600,28.0,47.0,72.0,75.0,278.0
178700,27.0,43.0,66.0,88.0,276.0
178800,30.0,37.0,76.0,83.0,274.0
178900,37.0,34.0,75.0,94.0,260.0
179000,35.0,29.0,67.0,91.0,278.0
179100,45.0,26.0,69.0,96.0,264.0
179200,40.0,20.0,81.0,89.0,270.0
179300,44.0,30.0,70.0,83.0,273.0
179400,50.0,25.0,82.0,80.0,263.0
179500,53.0,23.0,72.0,88.0,264.0
179600,54.0,27.0,72.0,89.0,258.0
179700,56.0,32.0,68.0,76.0,268.0
179800,57.0,23.0,63.0,88.0,269.0
179900,72.0,20.0,61.0,77.0,270.0
180000,67.0,32.0,59.0,78.0,264.0
180100,68.0,30.0,65.0,73.0,264.0
180200,70.0,34.0,58.0,79.0,259.0
180300,81.0,34.0,46.0,73.0,266.0
180400,86.0,41.0,46.0,74.0,253.0
180500,72.0,46.0,39.0,79.0,264.0
180600,74.0,42.0,26.0,77.0,281.0
180700,75.0,45.0,36.0,81.0,263.0
180800,77.0,48.0,23.0,91.0,261.0
180900,67.0,51.0,23.0,82.0,277.0
181000,65.0,54.0,22.0,85.0,274.0
181100,62.0,52.0,22.0,87.0,277.0
181200,72.0,48.0,24.0,91.0,265.0
181300,69.0,48.0,26.0,92.0,265.0
181400,70.0,59.0,18.0,85.0,268.0
181500,55.0,75.0,24.0,89.0,257.0
181600,64.0,61.0,22.0,86.0,267.0
181700,46.0,72.0,22.0,86.0,274.0
